route_id,route_key,spacegroup,scaffold,scaffold_id,route_train_count,data_package,checkpoint
R093,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,14,4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,SG14|4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,153,data,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1_boltz_beta5_20260329.pt
R094,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,14,4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,SG14|4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,290,data,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1_boltz_beta5_20260329.pt
R095,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,14,4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,SG14|4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,239,data,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1.pt
R096,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,14,4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,SG14|4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,241,data,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1.pt
R097,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,14,4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,SG14|4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,221,data,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1.pt
R098,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,14,4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,SG14|4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,344,data,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1.pt
R099,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,14,4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,SG14|4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,329,data,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e_v1.pt
R100,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,14,4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,SG14|4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,365,data,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e4e_v1.pt
R101,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,14,4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,SG14|4e;4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,429,data,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e_v1.pt
R102,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,14,4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,SG14|4e;4e;4e;4e;4e;4e;4e;4e;4e;4e,412,data,stage3/sg14_4e4e4e4e4e4e4e4e4e4e_v1.pt
R103,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e,14,4e;4e;4e;4e;4e;4e;4e;4e;4e,SG14|4e;4e;4e;4e;4e;4e;4e;4e;4e,331,data,stage3/sg14_4e4e4e4e4e4e4e4e4e_v1.pt
R104,sg14_4e_4e_4e_4e_4e_4e_4e_4e,14,4e;4e;4e;4e;4e;4e;4e;4e,SG14|4e;4e;4e;4e;4e;4e;4e;4e,368,data,stage3/sg14_4e4e4e4e4e4e4e4e_v1.pt
R105,sg14_4e_4e_4e_4e_4e_4e_4e,14,4e;4e;4e;4e;4e;4e;4e,SG14|4e;4e;4e;4e;4e;4e;4e,349,data,stage3/sg14_4e4e4e4e4e4e4e_v2.pt
R106,sg15_2e_2e_4f_4f_4f_4f_4f_4f_4f_4f,15,2e;2e;4f;4f;4f;4f;4f;4f;4f;4f,SG15|2e;2e;4f;4f;4f;4f;4f;4f;4f;4f,111,data,stage3/sg15_2e2e4f4f4f4f4f4f4f4f_v1.pt
R107,sg15_2e_2e_4f_4f_4f_4f_4f,15,2e;2e;4f;4f;4f;4f;4f,SG15|2e;2e;4f;4f;4f;4f;4f,150,data,stage3/sg15_2e2e4f4f4f4f4f_v1.pt
R108,sg15_2e_4f_4f_4f_4f_4f_4f,15,2e;4f;4f;4f;4f;4f;4f,SG15|2e;4f;4f;4f;4f;4f;4f,130,data,stage3/sg15_2e4f4f4f4f4f4f_v1.pt
R109,sg15_2e_2e_4f_4f_4f_4f,15,2e;2e;4f;4f;4f;4f,SG15|2e;2e;4f;4f;4f;4f,165,data,stage3/sg15_2e2e4f4f4f4f_v1.pt
R110,sg9_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a,9,2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a,SG9|2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a,157,data,stage3/sg9_2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a_v1.pt
R111,sg9_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a,9,2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a,SG9|2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a,104,data,stage3/sg9_2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a_v1.pt
R112,sg7_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a,7,2a;2a;2a;2a;2a;2a;2a;2a;2a;2a,SG7|2a;2a;2a;2a;2a;2a;2a;2a;2a;2a,137,data,stage3/sg7_2a2a2a2a2a2a2a2a2a2a_v1.pt
R113,sg4_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a,4,2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a,SG4|2a;2a;2a;2a;2a;2a;2a;2a;2a;2a;2a,112,data,stage3/sg4_2a2a2a2a2a2a2a2a2a2a2a_v1.pt
R114,sg61_8c_8c_8c_8c_8c_8c_8c_8c_8c_8c,61,8c;8c;8c;8c;8c;8c;8c;8c;8c;8c,SG61|8c;8c;8c;8c;8c;8c;8c;8c;8c;8c,128,data,stage3/sg61_8c8c8c8c8c8c8c8c8c8c_v1.pt
R115,sg61_8c_8c_8c_8c_8c_8c_8c_8c,61,8c;8c;8c;8c;8c;8c;8c;8c,SG61|8c;8c;8c;8c;8c;8c;8c;8c,164,data,stage3/sg61_8c8c8c8c8c8c8c8c_v1.pt
R116,sg62_4c_4c_4c_4c_4c_4c_4c_4c_4c,62,4c;4c;4c;4c;4c;4c;4c;4c;4c,SG62|4c;4c;4c;4c;4c;4c;4c;4c;4c,142,data,stage3/sg62_4c4c4c4c4c4c4c4c4c_v1.pt
R117,sg62_4c_4c_4c_4c_4c_4c_4c,62,4c;4c;4c;4c;4c;4c;4c,SG62|4c;4c;4c;4c;4c;4c;4c,304,data,stage3/sg62_4c4c4c4c4c4c4c_v1.pt
R118,sg62_4c_4c_4c_4c_4c_8d_8d,62,4c;4c;4c;4c;4c;8d;8d,SG62|4c;4c;4c;4c;4c;8d;8d,122,data,stage3/sg62_4c4c4c4c4c8d8d_v1.pt
R119,sg62_4c_4c_4c_4c_8d_8d,62,4c;4c;4c;4c;8d;8d,SG62|4c;4c;4c;4c;8d;8d,252,data,stage3/sg62_4c4c4c4c8d8d_v1.pt
R120,sg62_4c_4c_4c_4c_4c_8d,62,4c;4c;4c;4c;4c;8d,SG62|4c;4c;4c;4c;4c;8d,213,data,stage3/sg62_4c4c4c4c4c8d_v1.pt
R121,sg62_4c_4c_4c_8d_8d_8d,62,4c;4c;4c;8d;8d;8d,SG62|4c;4c;4c;8d;8d;8d,158,data,stage3/sg62_4c4c4c8d8d8d_v1.pt
R122,sg62_4c_4c_4c_4c_4c_4c,62,4c;4c;4c;4c;4c;4c,SG62|4c;4c;4c;4c;4c;4c,141,data,stage3/sg62_4c4c4c4c4c4c_v1.pt
R123,sg62_4a_4c_4c_4c_4c_8d,62,4a;4c;4c;4c;4c;8d,SG62|4a;4c;4c;4c;4c;8d,129,data,stage3/sg62_4a4c4c4c4c8d_v1.pt
R124,sg38_1a_1a_1b_1b_2c_2c_2d_2e_4f,38,1a;1a;1b;1b;2c;2c;2d;2e;4f,SG38|1a;1a;1b;1b;2c;2c;2d;2e;4f,448,data,stage3/sg38_1a1a1b1b2c2c2d2e4f_v1.pt
