scaffold_id,spacegroup,global_var_index,var_name,block_kind,orbit_index,wyckoff_letter,dof_in_orbit,coord_local_index,is_periodic,geometry_type,wyckoff_sequence
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,66,orbit20_fp0,wyckoff_orbit,20,1a,3,0,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,67,orbit20_fp1,wyckoff_orbit,20,1a,3,1,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,68,orbit20_fp2,wyckoff_orbit,20,1a,3,2,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,69,orbit21_fp0,wyckoff_orbit,21,1a,3,0,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,70,orbit21_fp1,wyckoff_orbit,21,1a,3,1,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,71,orbit21_fp2,wyckoff_orbit,21,1a,3,2,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,72,orbit22_fp0,wyckoff_orbit,22,1a,3,0,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,73,orbit22_fp1,wyckoff_orbit,22,1a,3,1,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,74,orbit22_fp2,wyckoff_orbit,22,1a,3,2,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,75,orbit23_fp0,wyckoff_orbit,23,1a,3,0,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,76,orbit23_fp1,wyckoff_orbit,23,1a,3,1,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,77,orbit23_fp2,wyckoff_orbit,23,1a,3,2,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,78,orbit24_fp0,wyckoff_orbit,24,1a,3,0,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,79,orbit24_fp1,wyckoff_orbit,24,1a,3,1,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,80,orbit24_fp2,wyckoff_orbit,24,1a,3,2,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,81,orbit25_fp0,wyckoff_orbit,25,1a,3,0,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,82,orbit25_fp1,wyckoff_orbit,25,1a,3,1,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,83,orbit25_fp2,wyckoff_orbit,25,1a,3,2,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,84,orbit26_fp0,wyckoff_orbit,26,1a,3,0,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
SG1|1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a,1,85,orbit26_fp1,wyckoff_orbit,26,1a,3,1,True,torus_fractional_coordinate,1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a;1a
