model_id,public_name,paper_role,architecture,checkpoint_filename,size_bytes,sha256,generation_routes,zenodo_archive,zenodo_doi
stage3_sg14_4e4e4e4e4e4e4e4e4e4e4e_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e_v1.pt,4210199,3198f81e5b3982921c5c65bd55443c41e6b3988b0421b93609931d12220ae182,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e;sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4247447,348d7b6dc2e1a56102ff4077c3370f90888a4581a7e16f597e78233cc0b6828a,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4243607,a8f184d07975ac28a5944b74366271d12f10f67480b3eb6deeffb7683f71955b,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4242263,824c951e04a875c99fc2d75f40ae5c318feedd716309047205fc2758e1e08a3a,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4237143,124c29ed9a3451ced395464a42af5f4cefec72884aac5bffab4ed8dc3fe59804,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4234583,a8d934f2338da45811ecd135ead0fe063ed94d8575788cdedefeec4bd52bcc32,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4232023,0e310bd6d93e0dd53a30648fe2d29974f2cf4f121adca360690f74f738c89558,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4229463,6378bb4a6b3efa7667f8330e704302b4e6b53d0a74aed5a29683db968ad92fdf,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4228183,b680c06a992a0f3ae0efd3162504e30a7d9a7153b12a0e5101978a788b2d23bf,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4226903,fdbbebd028ef6ac970b691555242c0e68cea69764d28edeed243fda0119940ea,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4224343,a5e1d1c1cdf957905fbaea0809222a042b56374b136ecfd32cb6f049056bf027,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4223063,a355a9424285e1cdcb01901d20c801559606c49dee0c95110e0480791cd8a995,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4221783,ce09f054cd4a10bc52fc060ce8aef2c4c5fc3341d744d43ae0d6796b5ffd610d,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4220503,02fc0ab8d85eb0b21e147427cc2ccc8af18b6d8da0a599ce1118e05d7cc6cd60,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4219223,cba27dd761f4699b506429f7282408f5673bda671e4bfc80773c04b71c54ea82,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4217943,94a478113cc52de2136cff3ee927460a3f9b5f9aec47720768894235a370f926,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4216663,0fab6e82b8d4dff433db6f426f471b97d8eced7dd2ed4482c57fb31d8d021e31,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4215319,dcb37015cd78acf4f8cb267a35b524d93f1030a9d943f48a8b9081affe839453,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4214039,08b392a1ce6f9f3f5111435525d899215aaf548d8a66062499e939823b64bad8,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4212759,0a83c926541239cc397ef0831e1bfe48892da832f4d2086f8bf9ccfce88a6952,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4211479,4bce360460784c1c343c35dfcc9755d131d1e77d523ace729fc10d535e689630,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg1_1a1a1a1a1a1a1a1a1a1a1a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg1_1a1a1a1a1a1a1a1a1a1a1a_v1.pt,4210199,4015179fe99ba170cc4fd917f5d2cf2b6e545a459c67ac670e3597ccdffa80c8,sg1_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a_1a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg2_2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg2_2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i_v1.pt,4224343,005a7923ae7af8fb41c3db53da7e324b6d92836449bf315c9e13cc0e3fa5645e,sg2_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg2_2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg2_2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i_v1.pt,4221783,509902388b209591398ff8fe4a3b60a463c75d8de4aba60cb20900591fda7f35,sg2_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg2_2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg2_2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i_v1.pt,4220503,1040682676e3eec729fd9685819a57e56dff547e061cea6fab0c3bd77d684695,sg2_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg2_2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg2_2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i_v1.pt,4219223,e40c89c06738baa1ec008f2449c71ef8f912a51357a6a4ab7f962b00b301493c,sg2_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg2_2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg2_2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i_v1.pt,4216663,70db6f7b7731c6e001d25d517e7f626b71073fb6642d0e0b62ded7554cff8d75,sg2_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg2_2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg2_2i2i2i2i2i2i2i2i2i2i2i2i2i2i2i_v1.pt,4215319,f8d1f2b032e1811d4d7d7ba5b2a31cb7fd55e52f14879f8f88de08360291af91,sg2_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg2_2i2i2i2i2i2i2i2i2i2i2i2i2i2i_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg2_2i2i2i2i2i2i2i2i2i2i2i2i2i2i_v1.pt,4214039,cdd2549b46568872a8734c4a1db918feab294a06e843af4d678567354bee1562,sg2_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg2_2i2i2i2i2i2i2i2i2i2i2i2i2i_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg2_2i2i2i2i2i2i2i2i2i2i2i2i2i_v1.pt,4212759,670cb954f8bdaa65f04cccd18578ea94b1c570c1b63cc6e03c0fff3c7b5b598f,sg2_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg2_2i2i2i2i2i2i2i2i2i2i2i2i_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg2_2i2i2i2i2i2i2i2i2i2i2i2i_v1.pt,4211479,589219bbd7b22cc543fe43d780234c235b6cd13c87b28f03e804610379024ece,sg2_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg2_1c1d1f1g2i2i2i2i2i2i2i2i_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg2_1c1d1f1g2i2i2i2i2i2i2i2i_v1.pt,4211287,8782e6ed1cfa4fa457e36fdfd31f0db765b51c95e80e6fa4a91816a4dc03c076,sg2_1c_1d_1f_1g_2i_2i_2i_2i_2i_2i_2i_2i,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg2_2i2i2i2i2i2i2i2i2i2i2i_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg2_2i2i2i2i2i2i2i2i2i2i2i_v1.pt,4210199,034de48f109a74b5e5e30796cda71bbc1037b6abce13fd23dcc11d0044267b98,sg2_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg2_2i2i2i2i2i2i2i2i2i2i_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg2_2i2i2i2i2i2i2i2i2i2i_v1.pt,4208919,de5da3a5d034461910c5b7a14fbf52c68f86cd7089d540f336a8e819d32c1664,sg2_2i_2i_2i_2i_2i_2i_2i_2i_2i_2i,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg2_2i2i2i2i2i2i2i2i2i_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg2_2i2i2i2i2i2i2i2i2i_v1.pt,4207639,55336e2821609ff4b5640a21ab8069fd7aa7db6a2ae5e4062a05e8567acd2cfd,sg2_2i_2i_2i_2i_2i_2i_2i_2i_2i,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg2_2i2i2i2i2i2i2i2i_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg2_2i2i2i2i2i2i2i2i_v1.pt,4206359,3cc97d7f3b6843c8a83d71e309311373fc902ea52ea510e32e7e4e463f27d579,sg2_2i_2i_2i_2i_2i_2i_2i_2i,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg2_2i2i2i2i2i2i_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg2_2i2i2i2i2i2i_v1.pt,4203799,4a90f91fa37f65c4f20e8fae5321087972bd3e36aa9b940148fa0390fd25bf69,sg2_2i_2i_2i_2i_2i_2i,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1_boltz_beta5_20260329,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1_boltz_beta5_20260329.pt,4224535,69908b9960beeb6c6be969dc48a087e5ad0b308625e4f45856117c9b01d9124c,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1_boltz_beta5_20260329,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1_boltz_beta5_20260329.pt,4223255,b4dfc3145f660d949aba54aeab4bbab4faf0c778c3678b588e03c7a268078906,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1.pt,4221783,b82d601b3cb59ffb13fd090ab634f2eeef3c4a5cb0c3772dd60c177310994906,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1_boltz_beta5_20260329,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1_boltz_beta5_20260329.pt,4220695,4a7e18adc8a2a9a8a743b92e5d84b1cb2a128ad67dd5ef1af4e6c11180a36f39,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1_boltz_beta5_20260329,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1_boltz_beta5_20260329.pt,4219415,df428ce83fa4a8f05873fdaf5ef21bad23399ce94eef1573583c03bf51fd93b4,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1.pt,4217943,8c3d8e742c1ba2e0327eca15e4de8047028de016468e6d5184fb6ebacdc829c8,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1.pt,4216663,21b2211f9ac298709641ab239fe42aa523fa4b6b52f96f4e81254caee03616c0,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1.pt,4215319,f9bffa0c9876f4aeeca9604fd595f960b849beb50448b55d25b2fcc8b5a2fb79,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,UFO_MGen_Final_weights.tar.zst,PENDING
